t,S,I,R
802,46683942.0,563.0,104019.0
803,46683942.0,563.0,104019.0
804,46683942.0,563.0,104019.0
805,46683942.0,357.0,104019.0
806,46683942.0,357.0,104019.0
807,46683942.0,357.0,104019.0
808,46609263.0,0.0,104019.0
809,46683325.0,617.0,104636.0
810,46683325.0,617.0,104636.0
811,46633995.0,804.0,104823.0
812,46683138.0,804.0,104823.0
813,46683138.0,804.0,104823.0
814,46683138.0,804.0,104823.0
815,46635398.0,1123.0,105142.0
816,46682819.0,1123.0,105142.0
817,46682819.0,1123.0,105142.0
818,46619895.0,1352.0,105371.0
819,46682590.0,1352.0,105371.0
820,46682584.0,741.0,105377.0
821,46679912.0,741.0,105377.0
822,46625255.0,554.0,105377.0
823,46682372.0,766.0,105589.0
