t,S,I,R
607,46694626.98137213,632.0,92702.01862786492
608,46694648.98137213,562.0,92750.01862786492
609,46694730.98137213,480.0,92750.01862786492
610,46694832.98137213,378.0,92750.01862786492
611,46694804.98137213,342.0,92814.01862786492
612,46694660.98137213,392.0,92908.01862786492
613,46694546.98137213,449.0,92965.01862786492
614,46694500.98137213,472.0,92988.01862786492
615,46694415.98137213,480.0,93065.01862786492
616,46694475.98137213,420.0,93065.01862786492
617,46694514.98137213,381.0,93065.01862786492
618,46694434.98137213,412.0,93114.01862786492
619,46694482.98137213,364.0,93114.01862786492
620,46694398.98137213,406.0,93156.01862786492
621,46694302.98137213,454.0,93204.01862786492
622,46694252.98137213,447.0,93261.01862786492
623,46694346.98137213,353.0,93261.01862786492
624,46694403.98137213,296.0,93261.01862786492
625,46694314.98137213,329.0,93317.01862786492
626,46694349.98137213,273.0,93338.01862786492
627,46694287.98137213,304.0,93369.01862786492
628,46694247.98137213,324.0,93389.01862786492
629,46694236.98137213,305.0,93419.01862786492
630,46694236.98137213,305.0,93419.01862786492
631,46694278.98137213,263.0,93419.01862786492
632,46694218.98137213,269.0,93473.01862786492
633,46694171.98137213,264.0,93525.01862786492
634,46694069.98137213,315.0,93576.01862786492
635,46694003.98137213,348.0,93609.01862786492
636,46693967.98137213,338.0,93655.01862786492
637,46693988.98137213,317.0,93655.01862786492
638,46694019.98137213,286.0,93655.01862786492
639,46694039.98137213,266.0,93655.01862786492
640,46693959.98137213,291.0,93710.01862786492
641,46693881.98137213,330.0,93749.01862786492
642,46693851.98137213,345.0,93764.01862786492
643,46693851.98137213,318.0,93791.01862786492
644,46693903.98137213,266.0,93791.01862786492
645,46693954.98137213,215.0,93791.01862786492
646,46693879.98137213,236.0,93845.01862786492
647,46693925.98137213,190.0,93845.01862786492
648,46693807.98137213,249.0,93904.01862786492
649,46693747.98137213,279.0,93934.01862786492
650,46693695.98137213,305.0,93960.01862786492
651,46693750.98137213,250.0,93960.01862786492
652,46693789.98137213,211.0,93960.01862786492
653,46693718.98137213,239.0,94003.01862786492
654,46693687.98137213,241.0,94032.01862786492
655,46693627.98137213,271.0,94062.01862786492
656,46693569.98137213,300.0,94091.01862786492
657,46693611.98137213,252.0,94097.01862786492
658,46693611.98137213,252.0,94097.01862786492
659,46693670.98137213,193.0,94097.01862786492
660,46693656.98137213,185.0,94119.01862786492
661,46693614.98137213,193.0,94153.01862786492
662,46693538.98137213,231.0,94191.01862786492
663,46693484.98137213,258.0,94218.01862786492
664,46693479.98137213,239.0,94242.01862786492
665,46693508.98137213,210.0,94242.01862786492
666,46693538.98137213,180.0,94242.01862786492
667,46693461.98137213,204.0,94295.01862786492
668,46693379.98137213,242.0,94339.01862786492
669,46693323.98137213,270.0,94367.01862786492
670,46693239.98137213,312.0,94409.01862786492
671,46693187.98137213,327.0,94446.01862786492
672,46693221.98137213,293.0,94446.01862786492
673,46693259.98137213,255.0,94446.01862786492
674,46693286.98137213,228.0,94446.01862786492
675,46693154.98137213,282.0,94524.01862786492
676,46693154.98137213,282.0,94524.01862786492
677,46692986.98137213,366.0,94608.01862786492
678,46692921.98137213,372.0,94667.01862786492
679,46692963.98137213,329.0,94668.01862786492
680,46692991.98137213,301.0,94668.01862786492
681,46692827.98137213,362.0,94771.01862786492
682,46692748.98137213,383.0,94829.01862786492
683,46692594.98137213,460.0,94906.01862786492
684,46692498.98137213,508.0,94954.01862786492
685,46692416.98137213,549.0,94995.01862786492
686,46692494.98137213,471.0,94995.01862786492
687,46692494.98137213,471.0,94995.01862786492
688,46692408.98137213,472.0,95080.01862786492
689,46692279.98137213,507.0,95174.01862786492
690,46692180.98137213,556.0,95224.01862786492
691,46692016.98137213,638.0,95306.01862786492
692,46692119.98137213,535.0,95306.01862786492
693,46692177.98137213,477.0,95306.01862786492
694,46692254.98137213,400.0,95306.01862786492
695,46692062.98137213,472.0,95426.01862786492
696,46691875.98137213,545.0,95540.01862786492
697,46691719.98137213,623.0,95618.01862786492
698,46691571.98137213,697.0,95692.01862786492
699,46691656.98137213,612.0,95692.01862786492
700,46691750.98137213,518.0,95692.01862786492
701,46691800.98137213,468.0,95692.01862786492
702,46691546.98137213,554.0,95860.01862786492
703,46691314.98137213,670.0,95976.01862786492
704,46691018.98137213,818.0,96124.01862786492
705,46691018.98137213,818.0,96124.01862786492
706,46690944.98137213,795.0,96221.01862786492
707,46691058.98137213,681.0,96221.01862786492
708,46691136.98137213,603.0,96221.01862786492
709,46690806.98137213,731.0,96423.01862786492
710,46690312.98137213,978.0,96670.01862786492
711,46690062.98137213,1103.0,96795.01862786492
712,46689838.98137213,1215.0,96907.01862786492
713,46689728.98137213,1186.0,97046.01862786492
714,46689844.98137213,1070.0,97046.01862786492
715,46689992.98137213,922.0,97046.01862786492
716,46689524.98137213,1156.0,97280.01862786492
717,46689053.98137213,1343.0,97564.01862786492
718,46688733.98137213,1503.0,97724.01862786492
719,46688409.98137213,1665.0,97886.01862786492
720,46688327.98137213,1605.0,98028.01862786492
721,46688574.98137213,1358.0,98028.01862786492
722,46688699.98137213,1233.0,98028.01862786492
723,46688305.98137213,1374.0,98281.01862786492
724,46687680.98137213,1617.0,98663.01862786492
725,46687250.98137213,1832.0,98878.01862786492
726,46686898.98137213,2008.0,99054.01862786492
727,46686734.98137213,1973.0,99253.01862786492
728,46687018.98137213,1689.0,99253.01862786492
729,46687178.98137213,1529.0,99253.01862786492
730,46686822.98137213,1626.0,99512.01862786492
731,46686148.98137213,1892.0,99920.01862786492
732,46685700.98137213,2116.0,100144.01862786492
733,46685334.98137213,2299.0,100327.01862786492
734,46685587.98137213,2046.0,100327.01862786492
735,46685969.98137213,1664.0,100327.01862786492
736,46686184.98137213,1449.0,100327.01862786492
737,46685300.98137213,1803.0,100857.01862786492
738,46684777.98137213,1965.0,101218.01862786492
739,46684213.98137213,2247.0,101500.01862786492
740,46683427.98137213,2640.0,101893.01862786492
741,46682908.98137213,2770.0,102282.01862786492
742,46683316.98137213,2362.0,102282.01862786492
743,46683540.98137213,2138.0,102282.01862786492
744,46682521.98137213,2556.0,102883.01862786492
745,46681901.98137213,2866.0,103193.01862786492
746,46681013.98137213,3310.0,103637.01862786492
747,46680293.98137213,3670.0,103997.01862786492
748,46680247.98137213,3428.0,104285.01862786492
749,46680608.98137213,3067.0,104285.01862786492
750,46680890.98137213,2785.0,104285.01862786492
751,46680355.98137213,2856.0,104749.01862786492
752,46680398.98137213,2640.0,104922.01862786492
753,46679796.98137213,2941.0,105223.01862786492
754,46679344.98137213,3167.0,105449.01862786492
755,46679449.98137213,2814.0,105697.01862786492
756,46679759.98137213,2504.0,105697.01862786492
757,46680203.98137213,2060.0,105697.01862786492
758,46680563.98137213,1700.0,105697.01862786492
759,46679905.98137213,1885.0,106170.01862786492
760,46679597.98137213,2039.0,106324.01862786492
761,46679193.98137213,2241.0,106526.01862786492
762,46679309.98137213,1951.0,106700.01862786492
763,46679482.98137213,1778.0,106700.01862786492
764,46679783.98137213,1477.0,106700.01862786492
765,46679687.98137213,1412.0,106861.01862786492
766,46679365.98137213,1449.0,107146.01862786492
767,46679099.98137213,1582.0,107279.01862786492
768,46678929.98137213,1667.0,107364.01862786492
769,46678813.98137213,1725.0,107422.01862786492
770,46679286.98137213,1252.0,107422.01862786492
771,46679440.98137213,1098.0,107422.01862786492
772,46679642.98137213,896.0,107422.01862786492
773,46679254.98137213,1003.0,107703.01862786492
774,46679254.98137213,1003.0,107703.01862786492
775,46679254.98137213,1003.0,107703.01862786492
776,46678841.98137213,1129.0,107990.01862786492
777,46679126.98137213,844.0,107990.01862786492
778,46679259.98137213,711.0,107990.01862786492
779,46679344.98137213,626.0,107990.01862786492
780,46678702.98137213,918.0,108340.01862786492
781,46678702.98137213,918.0,108340.01862786492
782,46678702.98137213,918.0,108340.01862786492
783,46678024.98137213,1257.0,108679.01862786492
784,46678305.98137213,976.0,108679.01862786492
785,46678305.98137213,976.0,108679.01862786492
786,46678305.98137213,976.0,108679.01862786492
787,46678266.74498226,852.1181949372034,108842.13682280212
788,46678266.74498226,852.1181949372034,108842.13682280212
789,46678266.74498226,852.1181949372034,108842.13682280212
790,46677620.74498226,1175.1181949372035,109165.13682280212
791,46677970.74498226,825.1181949372034,109165.13682280212
792,46677970.74498226,825.1181949372034,109165.13682280212
793,46677970.74498226,825.1181949372034,109165.13682280212
794,46677897.74498226,692.1181949372034,109371.13682280212
795,46677897.74498226,692.1181949372034,109371.13682280212
796,46677897.74498226,692.1181949372034,109371.13682280212
797,46677183.74498226,1049.1181949372035,109728.13682280212
798,46677346.863177195,886.0,109728.13682280212
799,46677346.863177195,886.0,109728.13682280212
800,46677346.863177195,886.0,109728.13682280212
801,46677669.863177195,563.0,109728.13682280212
802,46677669.863177195,563.0,109728.13682280212
803,46677669.863177195,563.0,109728.13682280212
804,46677669.863177195,563.0,109728.13682280212
805,46677875.863177195,357.0,109728.13682280212
806,46677875.863177195,357.0,109728.13682280212
807,46677875.863177195,357.0,109728.13682280212
808,46678232.863177195,0.0,109728.13682280212
809,46676998.863177195,617.0,110345.13682280212
810,46676998.863177195,617.0,110345.13682280212
811,46676624.863177195,804.0,110532.13682280212
812,46676624.863177195,804.0,110532.13682280212
813,46676624.863177195,804.0,110532.13682280212
814,46676624.863177195,804.0,110532.13682280212
815,46675986.863177195,1123.0,110851.13682280212
816,46675986.863177195,1123.0,110851.13682280212
817,46675986.863177195,1123.0,110851.13682280212
818,46675528.863177195,1352.0,111080.13682280212
819,46675528.863177195,1352.0,111080.13682280212
820,46676133.863177195,741.0,111086.13682280212
821,46675807.62678732,904.1181949372034,111249.25501773931
822,46675994.62678732,717.1181949372034,111249.25501773931
823,46675570.62678732,929.1181949372034,111461.25501773931
